,AMERICAS,IBOXIG_Index#@#PX_LAST,LD01TRUU_Index#@#PX_LAST,LHVLTRUU_Index#@#PX_LAST,IBOXHY_Index#@#PX_LAST,JPEICORE_Index#@#PX_LAST,SPTR_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,NDDUJN_Index#@#PX_LAST,M1CXCAS_Index#@#PX_LAST,NDUECAXJ_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,IBOV_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,LC07TRUU_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,M00IMV$T_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,RU10GRTR_Index#@#PX_LAST,DVGTR_Index#@#PX_LAST,PIPGUBER_Index#@#PX_LAST,PIPGCETE_Index#@#PX_LAST,PIPGFIX5_Index#@#PX_LAST,PIPGREA1_Index#@#PX_LAST,PIPGREA5_Index#@#PX_LAST,PIPGFX6M_Index#@#PX_LAST,LUACTRUU_Index#@#PX_LAST,LUATTRUU_Index#@#PX_LAST,LF98TRUU_Index#@#PX_LAST,SPX_Index#@#PX_LAST,MXEU_Index#@#PX_LAST,MXJP_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,MN40MUE_Index#@#PX_LAST,RAG_Index#@#PX_LAST,MXEU000G_Index#@#PX_LAST,TPX_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,BCOMTR_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,CO1_Comdty#@#PX_LAST,CL1_Comdty#@#PX_LAST,IEV_US_EQUITY#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,EWC_US_Equity#@#PX_LAST,EWW_US_Equity#@#PX_LAST,EWZ_US_EQUITY#@#PX_LAST,IWD_US_Equity#@#PX_LAST,IWF_US_Equity#@#PX_LAST,IYR_US_Equity#@#PX_LAST,MXN_Curncy#@#PX_LAST,BRL_Curncy#@#PX_LAST,COP_Curncy#@#PX_LAST,PEN_Curncy#@#PX_LAST,CLP_Curncy#@#PX_LAST,EUR_Curncy#@#PX_LAST,JPY_Curncy#@#PX_LAST,CHN_Curncy#@#PX_LAST,UYU_Curncy#@#PX_LAST,BFCIUS_Index#@#PX_LAST,BIGPIGP1_Index#@#PX_LAST,CFNAI_Index#@#PX_LAST,CGNOXAI%_Index#@#PX_LAST,CHPMINDX_Index#@#PX_LAST,CICRTOT_Index#@#PX_LAST,CNCPIYOY_Index#@#PX_LAST,CNFRBAL$_Index#@#PX_LAST,COMFCOMF_Index#@#PX_LAST,CONSCURR_Index#@#PX_LAST,CONSEXP_Index#@#PX_LAST,CONSPXMD_Index#@#PX_LAST,CONSSENT_Index#@#PX_LAST,CPI_XYOY_Index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,CPTICHNG_Index#@#PX_LAST,CPUPAXFE_Index#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,CPURNSA_Index#@#PX_LAST,CSI_BARC_Index#@#PX_LAST,DGNOXTCH_Index#@#PX_LAST,DXY_CURNCY#@#PX_LAST,ECMAM3YY_Index#@#PX_LAST,EUBCI_Index#@#PX_LAST,EUCCEMU_Index#@#PX_LAST,EUESEMU_Index#@#PX_LAST,EUICEMU_Index#@#PX_LAST,EUPPEMUY_Index#@#PX_LAST,EUR_CURNCY#@#PX_LAST,EURUSD_BGN_Curncy#@#PX_LAST,EUSCEMU_Index#@#PX_LAST,FDDSSD_Index#@#PX_LAST,FDTR_Index#@#PX_LAST,FDTRFTRL_Index#@#PX_LAST,FRNTTNET_Index#@#PX_LAST,FRNTTOTL_Index#@#PX_LAST,GJGB10_Index#@#PX_LAST,GJGB5_Index#@#PX_LAST,GT10_GOVT#@#PX_LAST,GT2_GOVT#@#PX_LAST,GT5_GOVT#@#PX_LAST,HG1_COMDTY#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,INJCJC_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,IPMGCHNG_Index#@#PX_LAST,JBTARATE_Index#@#PX_LAST,JCPNEFEY_Index#@#PX_LAST,JCPNEFFE_Index#@#PX_LAST,JCPTEFEY_Index#@#PX_LAST,JNC_SALE_Index#@#PX_LAST,JNCAPMOM_Index#@#PX_LAST,JNCICCOI_Index#@#PX_LAST,JNCICLEI_Index#@#PX_LAST,JNCPIXFF_Index#@#PX_LAST,JNCPIYOY_Index#@#PX_LAST,JNCPT_Index#@#PX_LAST,JNCPTXFF_Index#@#PX_LAST,JNHSAN_Index#@#PX_LAST,JNHSYOY_Index#@#PX_LAST,JNIPMOM_Index#@#PX_LAST,JNIPYOY_Index#@#PX_LAST,JNMBYOY_Index#@#PX_LAST,JNMOCHNG_Index#@#PX_LAST,JNMOYOY_Index#@#PX_LAST,JNMTOY_Index#@#PX_LAST,JNNETYOY_Index#@#PX_LAST,JNPIY_Index#@#PX_LAST,JNRSYOY_Index#@#PX_LAST,JNTBAL_Index#@#PX_LAST,JNTBEXPY_Index#@#PX_LAST,JNTBIMPY_Index#@#PX_LAST,JNTIAMOM_Index#@#PX_LAST,JNUE_Index#@#PX_LAST,JNVHPYOY_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,JNWSDYOY_Index#@#PX_LAST,JPY_CURNCY#@#PX_LAST,MBAVCHNG_Index#@#PX_LAST,MTIBCHNG_Index#@#PX_LAST,MXCPYOY_Index#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,NAPMPMI_Index#@#PX_LAST,NAPMPRIC_Index#@#PX_LAST,NFP_PCH_Index#@#PX_LAST,NFP_TCH_Index#@#PX_LAST,NHCHATCH_Index#@#PX_LAST,NHCHSTCH_Index#@#PX_LAST,NHSLCHNG_Index#@#PX_LAST,NHSLTOT_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,PCE_CMOM_Index#@#PX_LAST,PCE_CYOY_Index#@#PX_LAST,PRUSTOT_Index#@#PX_LAST,S_1_Comdty#@#PX_LAST,SAARDTOT_Index#@#PX_LAST,SAARTOTL_Index#@#PX_LAST,SPCSUSAY_Index#@#PX_LAST,TMNOCHNG_Index#@#PX_LAST,USGG10YR_INDEX#@#PX_LAST,USGG30YR_INDEX#@#PX_LAST,USHBMIDX_Index#@#PX_LAST,USMMMNCH_Index#@#PX_LAST,USURTOT_Index#@#PX_LAST,VIX_INDEX#@#PX_LAST,W_1_Comdty#@#PX_LAST,COCPIYOY_Index#@#PX_LAST,COPIIYOY_Index#@#PX_LAST,EHCACO_Index#@#PX_LAST,EHBBCO_Index#@#PX_LAST,CORRRMIN_Index#@#PX_LAST,COUNUNER_Index#@#PX_LAST,CLGDQSA_Index#@#PX_LAST,CNPINSYO_Index#@#PX_LAST,CHUETOTL_Index#@#PX_LAST,EHCACL_Index#@#PX_LAST,CHOVCHOV_Index#@#PX_LAST,PRGQTOTL_Index#@#PX_LAST,PRCPI_Index#@#PX_LAST,PRCPYOY_Index#@#PX_LAST,PRCPMOM_Index#@#PX_LAST,EHCAPE_Index#@#PX_LAST,293.064_Index#@#PX_LAST,MXGCTOT_Index#@#PX_LAST,MXGPQTR_Index#@#PX_LAST,IGAEMOM_Index#@#PX_LAST,MXCPCHNG_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,MXCCCHNG_Index#@#PX_LAST,MXIPTYOY_Index#@#PX_LAST,MXPSTMOM_Index#@#PX_LAST,OEMXKLAR_Index#@#PX_LAST,MXCACUAC_Index#@#PX_LAST
2003Q4,0.15173458675319718,134.09,1028.29,182.91,114.963,188.811,1622.94,1234.97,487.018,3235.41,2015.86,128.716,87.18,367.467,142.377,263.72,22236.4,2435.04,1484.8,295.79,90.5816,2206.42,0.98,1016.13,513.145,1098.16,542.13,368.161,993.04,135.159,130.79399999999998,167.72799999999995,136.74200000000002,156.668,135.265,1432.74,1327.38,692.26,1111.92,81.42,638.37,442.78,985.717,133.614,187.58,378.11800000000005,66.95,1043.69,415.45,232.249,382.43,202.64,30.17,32.52,32.075,38.56,14.25,17.08,17.0,58.37,46.8,49.635,11.2285,2.8915,2780.0,3.4618,592.75,1.2595,107.22,40.77,29.315,-0.113,0.27,-0.03,2.1,61.4,10.961,3.2,5.725,45.0,97.0,89.8,2.6,92.6,1.1,1.9,76.8491,194.2,0.1,184.3,3.15,-0.3,86.92,7.2,-0.21,-16.4,98.6,-7.2,0.9,1.2595,1.2595,8.8,-17.64,1.0,1.0,73.205,75.141,1.37,0.606,4.248,1.823,3.249,104.55,2.4,349.0,3258.0,-0.2,0.75,-0.3,-0.1,-0.3,9.1,0.56,109.2,100.2,0.0,-0.4,-0.4,-0.1,1.21,9.4,-0.1,5.2,13.2,0.8,16.1,20.9,1.7,-1.4,-4.0,1122.07,8.5,1.7,0.3,4.9,-0.7,-1.9,-0.2,107.22,-9.0,0.2,3.98,54.1,60.1,66.0,112.0,123.0,3.6,-1.2,3.3,1129.0,412.0,0.14,1.41467,65.9,789.0,14.24,17.03,9.82,0.4,4.2455,5.0727,69.0,-16.0,5.7,18.31,377.0,6.49,5.718,-0.99,-4.09,7.25,31.52,1.42,1.1,8.5,-0.98,2.25,3.2,84.82,2.48,0.56,-1.57,9776.8,1.69,1.04,1.17,0.43,3.87,0.29,3.7,1.41,78.8861,-2248.7
2004Q1,0.15404534766891453,139.01,1042.63,185.57,116.609,195.971,1650.42,1246.48,494.252,3725.26,2070.79,138.624,97.09,410.364,156.032,316.21,22142.3,3035.72,1458.9,303.69,93.2434,2264.24,0.99,1047.69,528.691,1100.66,560.73,371.05300000000005,1020.27,137.89700000000002,132.811,172.92700000000005,138.428,161.944,137.476,1479.63,1368.0,708.48,1126.21,83.81,710.34,482.06,1004.99,143.113,232.9,381.566,69.18,1179.23,426.45,259.577,429.0,220.24,31.51,35.76,32.51,43.48,14.59,20.76,16.8,59.91,47.1,54.725,11.1251,2.8953,2679.55,3.4595,612.4,1.2316,104.23,32.9,29.775,-0.005,0.66,0.59,8.2,57.6,14.38,3.0,-0.54,41.0,106.8,88.8,2.9,95.8,1.6,1.7,77.1592,195.5,0.3,187.4,3.38,6.5,87.61,6.3,-0.22,-14.0,99.1,-5.8,0.4,1.2316,1.2316,5.2,-72.913,1.0,1.0,40.837,70.124,1.45,0.63,3.837,1.5759999999999998,2.779,136.0,1.1,340.0,3007.0,-0.2,0.77,-0.4,-0.1,-0.3,-13.6,-0.46,110.1,103.8,-0.1,-0.1,-0.1,-0.1,1.217,6.9,-0.5,7.1,11.9,-8.0,-0.7,36.1,0.6,-1.1,-4.7,1118.58,13.2,12.4,-0.1,4.8,9.1,-0.8,0.2,104.23,-2.1,0.8,4.23,57.0,60.6,86.0,293.0,331.0,5.1,8.2,10.1,1276.0,242.0,0.18,1.80372,66.0,995.0,13.53,16.89,11.43,4.4,3.8348,4.7716,66.0,8.0,5.8,16.74,408.0,6.21,4.577,-0.94,-4.13,6.75,29.02,2.05,-0.8,9.2,0.45,1.75,4.3,86.6,2.76,0.46,-0.83,9951.0,3.51,1.26,1.22,0.34,3.72,0.37,6.69,1.54,79.5084,-1332.2
2004Q2,-0.06491944531705797,133.08,1030.63,183.69,116.081,184.562,1678.83,1268.33,504.066,3582.66,2031.0,125.461,91.6,328.505,140.996,302.4,21148.9,2885.9,1482.98,296.29,93.5758,2284.02,1.04,1056.44,533.341,1125.24,566.31,378.24300000000005,1037.54,138.007,134.565,165.34799999999996,138.18,156.813,139.046,1429.02,1324.75,701.66,1140.84,85.46,715.8,432.2,992.673,131.53,203.81,387.446,69.76,1189.6,394.25,248.545,401.52,212.27,34.5,37.05,33.26,42.48,14.37,19.49,14.71,60.06,47.85,50.515,11.4865,3.085,2693.2,3.4685,636.0,1.22,108.77,28.8,29.675,0.009000000000000001,0.66,-0.42,1.7,60.4,7.15,5.0,1.844,45.0,106.7,88.5,3.3,95.6,1.9,3.3,77.5044,196.6,0.2,189.7,3.42,-0.2,88.8,5.4,0.22,-13.4,101.7,-2.8,2.5,1.22,1.22,8.5,19.124,1.25,1.25,183.516,80.97,1.786,0.835,4.583,2.681,3.768,120.5,5.7,348.0,2917.0,-0.7,0.82,-0.7,-0.2,-0.4,2.0,0.36,112.3,104.7,-0.1,0.0,-0.1,-0.1,1.19,-7.385,0.3,8.1,4.4,-2.4,13.2,53.2,-0.9,-0.8,-4.9,1140.57,19.4,15.5,0.6,4.7,6.9,-5.7,1.5,108.77,-4.4,1.0,4.37,59.4,60.5,81.0,90.0,77.0,-6.0,-7.7,-4.9,1180.0,173.0,0.16,2.12646,66.1,893.0,12.53,15.79,12.98,1.0,4.5806,5.2876,68.0,-10.0,5.6,14.34,338.0,6.07,5.872999999999998,-1.04,-3.53,6.75,28.47,1.52,1.1,10.9,1.63,1.75,3.3,87.37,4.26,0.56,-0.82,10440.7,4.17,1.7,-0.15,0.16,3.83,0.27,4.75,0.14,79.3267,587.0
2004Q3,0.054731143575665664,139.76,1044.75,194.96,121.92,201.46400000000003,1647.48,1284.2,510.489,3315.05,2186.74,133.734,89.17,397.832,152.472,319.11,23245.2,3278.8,1707.02,306.56,93.0252,2261.14,1.13,1064.53,541.573,1101.42,571.98,358.475,1023.76,141.26,137.067,170.21400000000003,142.41299999999995,164.11,141.667,1490.32,1368.53,735.68,1114.58,84.32,667.01,464.15,1019.89,154.007,222.31,366.059,68.04,1102.11,418.25,265.328,435.45,224.63,46.38,49.64,33.345,38.8,15.46,20.45,18.54,60.56,45.2,53.98,11.382,2.8608,2618.9,3.3393,610.75,1.2436,110.05,29.89,27.535,0.162,0.35,0.13,8.5,62.7,16.713,5.2,4.992,45.0,103.7,88.0,2.8,94.2,2.0,2.5,78.2055,197.5,0.3,189.9,3.24,1.7,87.37,5.9,0.36,-13.0,102.6,-1.9,3.5,1.2436,1.2436,9.9,24.611,1.75,1.75,11.685,37.273,1.449,0.632,4.121,2.609,3.373,139.6,8.2,351.0,2839.0,0.0,0.86,-0.7,-0.3,-0.3,-5.4,0.27,112.8,106.0,0.0,0.0,-0.2,-0.1,1.25,10.076,0.2,4.5,4.7,3.7,5.8,54.8,0.7,-0.9,-3.4,1213.23,12.1,12.5,0.2,4.6,3.5,-3.1,1.9,110.05,4.9,0.0,5.06,58.0,57.4,76.0,153.0,162.0,-0.7,-5.9,3.3,1214.0,197.0,0.19,2.02868,65.8,527.0,14.13,17.47,13.15,1.4,4.1194,4.8919,67.0,-14.0,5.4,13.34,306.75,5.97,5.52,-0.93,-3.59,6.75,32.0,3.39,1.4,11.1,2.25,2.0,4.3,87.55,4.03,0.02,-0.18,10740.5,3.73,-0.14,0.07,0.83,3.89,0.57,4.29,0.63,79.1614,-816.3
2004Q4,0.15798478395398807,141.8,1046.9,203.49,126.617,211.072,1799.55,1490.87,593.065,3748.68,2463.47,151.04399999999995,101.39,505.261,178.759,391.15,26196.2,3710.39,1796.48,310.49,104.381,2531.23,1.3,1163.58,597.781,1193.37,633.52,391.355,1092.55,144.935,139.94899999999998,176.479,145.954,169.185,144.537,1509.94,1374.34,769.3,1211.92,89.04,700.24,542.17,1033.13,186.311,235.92,400.412,71.2,1149.63,438.45,253.495,501.81,263.94,40.46,43.45,37.625,43.68,17.29,25.16,22.24,66.37,49.15,61.6,11.147,2.656,2354.75,3.279,555.75,1.3554,102.63,32.72,26.4,0.407,0.62,0.96,2.4,61.2,8.5,2.4,11.076,47.0,106.7,90.9,3.0,97.1,2.2,3.3,79.5864,198.6,0.2,190.3,2.54,2.3,80.85,6.6,0.32,-14.0,101.2,-3.1,3.8,1.3554,1.3554,7.7,-2.5610000000000004,2.25,2.25,82.406,61.47,1.4409999999999998,0.61,4.22,3.069,3.609,145.25,6.7,356.0,2672.0,0.7,0.92,-0.7,-0.5,-0.4,18.5,-2.16,112.7,106.9,-0.2,0.2,0.0,-0.4,1.192,-1.961,-1.3,1.7,4.2,-10.7,3.7,50.9,-0.5,-0.9,-4.2,1133.21,8.8,11.1,0.3,4.5,-3.3,2.6,1.9,102.63,-10.6,0.2,5.19,53.8,57.2,72.0,128.0,129.0,0.1,14.6,5.3,1242.0,265.0,0.12,2.1474,65.9,547.75,14.07,17.67,13.64,0.1,4.2182,4.8261,71.0,-20.0,5.4,13.29,307.5,5.5,4.638,-0.65,-3.73,6.5,31.4,1.65,2.4,8.9,2.65,2.25,8.0,87.77,3.48,-0.01,0.09,12176.4,4.26,1.23,-0.31,0.21,3.92,0.28,2.47,-0.44,79.5591,-4022.3
2005Q1,0.14362170318443312,139.656,1043.2,199.42,124.056,208.669,1760.89,1486.08,597.554,3659.74,2551.84,153.15,99.92,511.219,181.972,381.94,26610.7,4159.85,1961.69,308.73,103.378,2503.07,1.38,1156.1,598.306,1185.81,651.29,375.364,1077.7,146.89600000000004,142.605,174.407,146.313,171.122,147.061,1492.85,1368.6,756.93,1180.59,92.99,709.43,548.69,1031.08,190.495,258.24,382.114,74.04,1182.18,428.35,284.012,463.99,274.01,54.29,55.4,37.7,41.96,17.85,24.13,22.78,65.81,46.87,56.1,11.1703,2.679,2374.0,3.2605,586.1,1.2964,107.15,30.16,25.525,0.331,0.4,-0.37,-1.4,65.3,8.64,2.7,5.733,44.0,108.0,82.8,3.2,92.6,2.3,3.1,80.1794,200.1,0.4,193.3,3.24,-1.6,84.06,6.4,-0.02,-14.1,98.8,-6.6,4.4,1.2964,1.2964,6.4,-71.72399999999998,2.75,2.75,84.235,43.45399999999999,1.33,0.544,4.4830000000000005,3.779,4.167,150.25,7.6,342.0,2683.0,-0.5,0.93,-0.6,-0.6,-0.5,-19.0,0.27,113.2,107.0,-0.3,-0.2,-0.4,-0.5,1.193,-2.676,0.4,1.5,2.0,4.9,15.0,17.1,-0.2,-0.8,-4.5,1110.6,6.1,7.9,0.4,4.5,3.0,-1.2,1.4,107.15,2.4,0.6,4.39,52.5,55.2,73.0,139.0,135.0,-2.5,-15.5,0.7,1328.0,47.0,0.23,2.24261,65.9,627.5,13.61,16.97,14.22,-2.0,4.4815,4.7548,70.0,-4.0,5.2,14.02,331.0,5.03,4.9289999999999985,-0.57,-3.83,6.5,31.5,-0.44,2.4,9.1,1.76,2.75,6.1,88.22,1.88,0.65,0.41,13115.9,0.77,0.18,-0.36,0.45,3.77,0.29,-2.07,0.08,79.7725,-3817.7
2005Q2,0.006239735017420367,145.266,1057.44,207.08,126.858,221.257,1784.99,1474.91,593.435,3529.58,2615.19,159.75,99.1,557.3530000000002,189.477,430.64,25051.2,4038.07,2056.84,318.29,104.026,2513.59,1.47,1188.94,608.323,1202.1,674.03,384.608,1083.58,151.852,146.238,184.108,146.313,171.78,150.82,1545.57,1418.31,777.83,1191.33,97.7,708.43,565.17,1055.35,207.475,284.48,390.849,78.18,1177.2,435.5,269.832,529.91,283.83,55.58,56.5,37.25,40.56,18.15,27.08,24.82,66.64,48.0,63.6,10.749,2.3325,2327.25,3.2535,577.75,1.2108,110.92,28.4,24.635,0.418,-0.3,0.45,2.9,57.1,15.162,1.6,9.678,44.0,113.2,85.0,3.2,96.0,2.0,2.5,80.4325,200.6,0.0,194.5,3.81,2.8,89.09,7.5,-0.22,-14.4,98.6,-8.3,4.1,1.2108,1.2108,8.5,22.473000000000006,3.25,3.25,-21.109,74.973,1.1740000000000002,0.41,3.915,3.637,3.7,155.35,7.4,311.0,2569.0,0.1,0.95,-0.4,-0.5,-0.4,20.9,0.54,114.4,106.9,-0.2,-0.5,-0.7,-0.4,1.217,2.441,0.3,1.0,1.7,-1.1,3.0,10.8,2.8,-0.8,-1.9,858.323,3.6,11.4,1.1,4.3,1.7,8.6,1.4,110.92,-1.1,0.0,4.33,51.1,52.4,50.5,263.0,245.0,4.5,2.1,-0.9,1274.0,171.0,0.06,2.03825,66.1,651.75,14.55,18.0,14.28,1.3,3.913,4.1911,72.0,-29.0,5.0,12.04,321.5,4.83,2.741,-0.56,-3.85,6.5,31.57,1.68,2.7,10.1,1.57,3.25,6.8,88.67,1.49,0.26,0.79,13379.7,2.71,0.29,-1.62,-0.1,3.56,0.24,1.83,-1.82,80.0572,-679.9
2005Q3,0.18983520798759804,142.68,1059.8,208.45,127.281,229.677,1849.33,1590.94,641.081,4206.7,3096.08,174.007,113.19,695.133,223.495,525.62,31583.8,5070.83,2152.82,316.89,111.963,2689.08,1.66,1214.08,631.951,1230.5,742.94,400.044,1099.64,157.126,150.07399999999996,193.591,146.313,178.69400000000005,154.762,1528.65,1402.44,785.03,1228.81,105.25,859.82,661.32,1053.87,270.118,381.85,406.309,84.07,1412.28,469.3,317.316,540.85,315.08,63.48,66.24,40.275,48.76,21.57,32.76,33.32,68.84,49.83,64.27,10.759,2.2275,2287.4,3.34,529.75,1.2026,113.51,25.96,24.075,0.391,-0.56,-0.87,-2.7,58.0,4.588,0.9,7.562,39.0,98.1,63.3,4.3,76.9,2.0,4.7,78.5853,201.3,0.1,198.8,3.61,0.8,89.52,8.3,0.04,-14.2,100.6,-5.5,4.4,1.2026,1.2026,9.8,35.234,3.75,3.75,78.527,84.307,1.484,0.78,4.3260000000000005,4.169,4.19,172.75,9.9,384.0,2841.0,-1.0,0.96,-0.3,-0.3,-0.4,14.8,0.9,114.0,107.8,-0.1,-0.3,-0.6,-0.4,1.244,-0.18,0.9,0.7,1.7,-0.8,6.5,3.6,-0.1,-0.6,-2.8,948.595,8.8,17.6,0.3,4.2,1.0,-0.1,1.8,113.51,-1.1,0.6,3.51,53.4,56.8,78.0,85.0,67.0,2.0,2.7,-0.9,1244.0,200.0,0.21,2.11736,66.1,573.25,13.01,16.47,14.51,0.7,4.324,4.5668,65.0,-28.0,5.0,11.92,346.25,5.02,2.201,-1.21,-3.97,6.0,32.74,2.32,3.9,9.8,1.18,4.0,6.9,88.52,1.11,-0.09,0.99,13208.5,2.56,0.92,0.08,0.4,3.35,0.48,2.32,-0.02,81.2615,-679.2
2005Q4,0.1359112407016254,142.99,1066.69,209.86,129.215,233.793,1887.94,1630.95,654.332,4705.31,3160.78,185.317,122.72,819.5139999999999,239.535,583.25,33455.9,4802.25,1964.47,318.92,115.691,2771.33,1.85,1240.65,639.947,1258.1,755.86,411.952,1123.67,161.341,153.615,200.465,146.313,182.313,158.447,1535.25,1412.71,790.35,1248.29,109.31,1000.95,706.48,1061.27,279.47,402.45,416.731,86.36,1649.76,517.0,307.65,550.16,312.97,58.98,61.04,40.385,54.08,21.9,35.71,33.37,69.03,51.01,64.15,10.635,2.3355,2286.5,3.4205,512.0,1.1849,117.75,23.18,24.05,0.441,0.06,0.44,0.7,60.3,7.267,1.6,11.015999999999998,45.0,109.1,80.2,3.1,91.5,2.2,3.4,80.5528,202.8,0.1,196.8,3.86,-0.3,91.17,7.3,0.3,-11.5,102.8,-3.6,4.5,1.1849,1.1849,12.6,10.967,4.25,4.25,67.01100000000001,52.38,1.48,0.86,4.393,4.404,4.351,204.2,8.0,302.0,2660.0,0.2,1.01,0.0,-0.2,-0.3,-6.4,0.09,116.7,110.5,0.1,-0.1,-0.5,-0.2,1.176,-0.928,0.2,3.5,1.0,1.8,14.8,10.2,1.1,-0.7,0.6,908.309,17.5,27.4,0.5,4.4,11.8,-9.7,2.3,117.75,-1.5,1.0,3.33,53.7,55.1,63.0,137.0,157.0,-4.4,-7.1,2.1,1239.0,40.0,0.11,2.19964,66.0,602.0,13.1,16.73,13.51,0.0,4.3911,4.5348,57.0,6.0,4.9,12.07,339.25,4.85,2.0780000000000003,-1.3,-4.19,6.0,31.24,1.66,3.7,7.9,1.55,4.5,7.4,89.08,1.49,0.42,1.55,13599.4,3.13,1.58,0.63,0.61,3.27,0.28,4.97,1.09,82.0306,-2530.2
2006Q1,0.2705466819603541,140.92,1071.83,215.03,131.44799999999998,237.722,1967.38,1801.9,730.112,5024.24,3426.15,202.475,130.95,884.043,268.317,624.57,37952.0,5920.5,2181.96,317.81,123.757,2954.33,2.04,1282.1,677.921,1296.51,789.2,424.698,1161.59,164.452,156.74,203.722,146.313,188.733,161.70600000000005,1517.25,1395.33,813.16,1294.83,117.35,1063.03,787.8,1059.77,323.106,453.48,432.495,92.3,1728.16,583.65,300.257,633.82,349.26,65.91,66.63,44.425,57.6,23.63,38.34,39.95,73.11,52.74,73.5,10.874,2.164,2290.85,3.3688,526.35,1.2118,117.78,28.47,24.3,0.804,-0.09,0.31,4.1,59.3,10.831,0.8,11.189,47.0,109.1,76.0,3.0,88.9,2.1,3.4,80.4889,204.3,0.3,199.8,3.28,1.7,89.73,8.3,0.72,-11.4,105.4,0.6,5.3,1.2118,1.2118,12.9,-85.281,4.75,4.75,97.406,75.041,1.78,1.31,4.849,4.82,4.812,246.3,4.5,291.0,2405.0,-0.1,1.05,-0.5,-0.6,-0.3,13.4,0.53,117.5,110.4,0.1,-0.2,-0.4,-0.1,1.24,3.887,0.5,2.3,-1.0,1.3,-2.3,5.2,1.0,-0.9,-0.3,939.162,18.0,25.9,0.1,4.1,5.4,-1.7,2.0,117.78,7.2,1.0,3.41,53.8,54.3,66.5,257.0,282.0,-1.1,-7.1,5.2,1116.0,158.0,0.25,2.07061,66.2,571.5,13.1,16.46,11.04,2.3,4.8472,4.8898,54.0,5.0,4.7,11.39,347.75,4.11,1.45,-1.34,-3.89,6.0,29.42,1.07,4.0,8.4,1.74,4.75,7.3,90.43,2.5,0.46,1.07,13892.0,5.64,1.76,-0.14,0.13,3.16,0.4,8.54,1.39,82.848,-1506.7
2006Q2,0.05864105470381209,140.12,1079.54,215.21,130.43200000000002,232.012,1939.03,1847.69,748.6239999999998,4795.06,3440.43,199.242,126.87,632.055,256.677,600.8,36630.7,8155.8,2126.02,317.46,122.782,2939.19,2.03,1276.37,681.923,1263.09,772.44,408.128,1152.35,166.525,159.66299999999995,206.311,146.313,188.402,164.702,1511.29,1394.47,815.19,1270.2,112.41,982.1,747.54,1060.03,313.053,412.0,413.033,88.88,1586.96,615.85,318.652,625.83,350.57,73.51,73.93,45.675,54.56,23.75,37.15,39.12,73.12,50.58,71.25,11.3463,2.165,2573.8,3.2625,538.85,1.2791,114.44,28.85,23.75,0.637,0.27,0.03,-1.0,57.0,7.352,1.5,14.503,45.0,105.0,72.0,3.3,84.9,2.6,4.3,80.6795,205.9,0.2,202.9,3.44,0.9,85.16,8.4,1.23,-8.9,108.6,4.4,5.8,1.2791,1.2791,16.7,20.517,5.25,5.25,3.36,83.521,1.93,1.42,5.138,5.154,5.0939999999999985,346.25,7.4,316.0,2399.0,0.4,1.07,-0.4,-0.4,-0.3,-24.6,1.86,118.7,110.4,0.2,0.5,0.3,0.0,1.273,4.714,1.3,4.3,-16.2,2.6,21.6,11.0,0.1,-0.3,-1.2,799.74,14.5,18.4,0.3,4.2,7.2,-6.5,2.5,114.44,5.9,0.9,3.18,49.9,52.0,76.5,83.0,79.0,-2.0,-7.2,-1.1,1074.0,91.0,0.25,2.45641,66.2,594.75,12.62,16.4,7.29,0.9,5.1364,5.1859,42.0,10.0,4.6,13.08,371.5,3.94,4.771,-1.63,-3.68,6.5,31.54,1.46,3.9,8.9,3.23,5.0,6.2,90.29,1.83,-0.13,1.49,13827.9,4.22,0.99,-1.02,0.09,3.32,0.3,5.51,-0.19,83.4253,-26.8
