,AMERICAS,IBOXIG_Index#@#PX_LAST,LD01TRUU_Index#@#PX_LAST,LHVLTRUU_Index#@#PX_LAST,IBOXHY_Index#@#PX_LAST,JPEICORE_Index#@#PX_LAST,SPTR_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,NDDUJN_Index#@#PX_LAST,M1CXCAS_Index#@#PX_LAST,NDUECAXJ_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,IBOV_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,LC07TRUU_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,M00IMV$T_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,RU10GRTR_Index#@#PX_LAST,DVGTR_Index#@#PX_LAST,PIPGUBER_Index#@#PX_LAST,PIPGCETE_Index#@#PX_LAST,PIPGFIX5_Index#@#PX_LAST,PIPGREA1_Index#@#PX_LAST,PIPGREA5_Index#@#PX_LAST,PIPGFX6M_Index#@#PX_LAST,LUACTRUU_Index#@#PX_LAST,LUATTRUU_Index#@#PX_LAST,LF98TRUU_Index#@#PX_LAST,SPX_Index#@#PX_LAST,MXEU_Index#@#PX_LAST,MXJP_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,MN40MUE_Index#@#PX_LAST,RAG_Index#@#PX_LAST,MXEU000G_Index#@#PX_LAST,TPX_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,BCOMTR_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,CO1_Comdty#@#PX_LAST,CL1_Comdty#@#PX_LAST,IEV_US_EQUITY#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,EWC_US_Equity#@#PX_LAST,EWW_US_Equity#@#PX_LAST,EWZ_US_EQUITY#@#PX_LAST,IWD_US_Equity#@#PX_LAST,IWF_US_Equity#@#PX_LAST,IYR_US_Equity#@#PX_LAST,MXN_Curncy#@#PX_LAST,BRL_Curncy#@#PX_LAST,COP_Curncy#@#PX_LAST,PEN_Curncy#@#PX_LAST,CLP_Curncy#@#PX_LAST,EUR_Curncy#@#PX_LAST,JPY_Curncy#@#PX_LAST,CHN_Curncy#@#PX_LAST,UYU_Curncy#@#PX_LAST,BFCIUS_Index#@#PX_LAST,BIGPIGP1_Index#@#PX_LAST,CFNAI_Index#@#PX_LAST,CGNOXAI%_Index#@#PX_LAST,CHPMINDX_Index#@#PX_LAST,CICRTOT_Index#@#PX_LAST,CNCPIYOY_Index#@#PX_LAST,CNFRBAL$_Index#@#PX_LAST,COMFCOMF_Index#@#PX_LAST,CONSCURR_Index#@#PX_LAST,CONSEXP_Index#@#PX_LAST,CONSPXMD_Index#@#PX_LAST,CONSSENT_Index#@#PX_LAST,CPI_XYOY_Index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,CPTICHNG_Index#@#PX_LAST,CPUPAXFE_Index#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,CPURNSA_Index#@#PX_LAST,CSI_BARC_Index#@#PX_LAST,DGNOXTCH_Index#@#PX_LAST,DXY_CURNCY#@#PX_LAST,ECMAM3YY_Index#@#PX_LAST,EUBCI_Index#@#PX_LAST,EUCCEMU_Index#@#PX_LAST,EUESEMU_Index#@#PX_LAST,EUICEMU_Index#@#PX_LAST,EUPPEMUY_Index#@#PX_LAST,EUR_CURNCY#@#PX_LAST,EURUSD_BGN_Curncy#@#PX_LAST,EUSCEMU_Index#@#PX_LAST,FDDSSD_Index#@#PX_LAST,FDTR_Index#@#PX_LAST,FDTRFTRL_Index#@#PX_LAST,FRNTTNET_Index#@#PX_LAST,FRNTTOTL_Index#@#PX_LAST,GJGB10_Index#@#PX_LAST,GJGB5_Index#@#PX_LAST,GT10_GOVT#@#PX_LAST,GT2_GOVT#@#PX_LAST,GT5_GOVT#@#PX_LAST,HG1_COMDTY#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,INJCJC_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,IPMGCHNG_Index#@#PX_LAST,JBTARATE_Index#@#PX_LAST,JCPNEFEY_Index#@#PX_LAST,JCPNEFFE_Index#@#PX_LAST,JCPTEFEY_Index#@#PX_LAST,JNC_SALE_Index#@#PX_LAST,JNCAPMOM_Index#@#PX_LAST,JNCICCOI_Index#@#PX_LAST,JNCICLEI_Index#@#PX_LAST,JNCPIXFF_Index#@#PX_LAST,JNCPIYOY_Index#@#PX_LAST,JNCPT_Index#@#PX_LAST,JNCPTXFF_Index#@#PX_LAST,JNHSAN_Index#@#PX_LAST,JNHSYOY_Index#@#PX_LAST,JNIPMOM_Index#@#PX_LAST,JNIPYOY_Index#@#PX_LAST,JNMBYOY_Index#@#PX_LAST,JNMOCHNG_Index#@#PX_LAST,JNMOYOY_Index#@#PX_LAST,JNMTOY_Index#@#PX_LAST,JNNETYOY_Index#@#PX_LAST,JNPIY_Index#@#PX_LAST,JNRSYOY_Index#@#PX_LAST,JNTBAL_Index#@#PX_LAST,JNTBEXPY_Index#@#PX_LAST,JNTBIMPY_Index#@#PX_LAST,JNTIAMOM_Index#@#PX_LAST,JNUE_Index#@#PX_LAST,JNVHPYOY_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,JNWSDYOY_Index#@#PX_LAST,JPY_CURNCY#@#PX_LAST,MBAVCHNG_Index#@#PX_LAST,MTIBCHNG_Index#@#PX_LAST,MXCPYOY_Index#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,NAPMPMI_Index#@#PX_LAST,NAPMPRIC_Index#@#PX_LAST,NFP_PCH_Index#@#PX_LAST,NFP_TCH_Index#@#PX_LAST,NHCHATCH_Index#@#PX_LAST,NHCHSTCH_Index#@#PX_LAST,NHSLCHNG_Index#@#PX_LAST,NHSLTOT_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,PCE_CMOM_Index#@#PX_LAST,PCE_CYOY_Index#@#PX_LAST,PRUSTOT_Index#@#PX_LAST,S_1_Comdty#@#PX_LAST,SAARDTOT_Index#@#PX_LAST,SAARTOTL_Index#@#PX_LAST,SPCSUSAY_Index#@#PX_LAST,TMNOCHNG_Index#@#PX_LAST,USGG10YR_INDEX#@#PX_LAST,USGG30YR_INDEX#@#PX_LAST,USHBMIDX_Index#@#PX_LAST,USMMMNCH_Index#@#PX_LAST,USURTOT_Index#@#PX_LAST,VIX_INDEX#@#PX_LAST,W_1_Comdty#@#PX_LAST,COCPIYOY_Index#@#PX_LAST,COPIIYOY_Index#@#PX_LAST,EHCACO_Index#@#PX_LAST,EHBBCO_Index#@#PX_LAST,CORRRMIN_Index#@#PX_LAST,COUNUNER_Index#@#PX_LAST,CLGDQSA_Index#@#PX_LAST,CNPINSYO_Index#@#PX_LAST,CHUETOTL_Index#@#PX_LAST,EHCACL_Index#@#PX_LAST,CHOVCHOV_Index#@#PX_LAST,PRGQTOTL_Index#@#PX_LAST,PRCPI_Index#@#PX_LAST,PRCPYOY_Index#@#PX_LAST,PRCPMOM_Index#@#PX_LAST,EHCAPE_Index#@#PX_LAST,293.064_Index#@#PX_LAST,MXGCTOT_Index#@#PX_LAST,MXGPQTR_Index#@#PX_LAST,IGAEMOM_Index#@#PX_LAST,MXCPCHNG_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,MXCCCHNG_Index#@#PX_LAST,MXIPTYOY_Index#@#PX_LAST,MXPSTMOM_Index#@#PX_LAST,OEMXKLAR_Index#@#PX_LAST,MXCACUAC_Index#@#PX_LAST
2009Q2,0.2447090793625788,161.705,1267.85,227.78,132.165,275.893,1498.94,1429.76,575.613,3476.85,3305.63,223.677,103.21,690.9119999999998,280.106,612.8,51465.5,13059.7,3090.5,377.25,98.6054,2287.58,1.35,1099.19,479.03,1115.97,574.0,344.956,991.07,212.762,200.442,275.406,165.65900000000005,257.19,207.152,1723.99,1727.82,867.39,919.32,71.77,573.96,761.3,1330.47,424.861,280.15,333.2290000000001,62.6,929.76,926.5,245.722,330.48,175.72,69.3,69.89,31.38,37.72,21.42,36.86,52.97,47.59,41.03,32.42,13.185,1.9518,2143.15,3.0065,533.65,1.4033,96.36,20.98,23.522,-2.681,0.29,-1.66,4.1,40.9,-18.629,-1.7,8.252,24.0,73.2,69.2,3.1,70.8,1.7,-1.4,66.7099,219.112,0.1,215.693,8.75,2.3,80.133,3.7,-3.17,-25.1,76.3,-32.4,-6.3,1.4033,1.4033,-20.2,-94.332,0.25,0.0,-92.851,91.966,1.359,0.725,3.535,1.113,2.556,225.8,-17.5,594.0,6618.0,-0.3,0.44,-0.7,-0.4,-1.0,-23.0,2.24,82.4,86.6,-1.7,-1.8,-1.5,-1.3,0.778,-32.36,1.9,-23.0,6.4,2.3,-30.9,-72.8,-3.0,-1.8,-8.4,486.991,-35.8,-41.7,0.3,5.2,-33.9,-13.5,-6.8,96.36,-18.9,-1.3,5.74,45.0,46.3,47.9,-428.0,-469.0,8.1,8.3,4.5,393.0,25.0,0.12,0.97031,65.7,1226.25,7.43,9.98,-10.05,1.0,3.5326,4.3294,15.0,-136.0,9.5,26.35,511.25,3.81,2.737,-2.68,-2.95,4.5,26.51,-0.46,1.9,10.7,-2.34,0.75,-1.3,99.89,3.06,-0.34,-2.86,29824.7,-8.93,-1.53,1.57,0.18,5.12,0.25,-9.96,-0.04,85.0209,-496.4
2009Q3,0.27840641673159605,175.543,1306.95,264.13,149.418,305.76,1732.86,1760.9,710.699,3703.32,3910.08,266.16200000000003,117.99,917.472,338.671,727.17,61517.9,15144.2,3372.86,394.14,116.22,2686.68,1.14,1245.63,566.4159999999998,1254.95,642.98,393.16,1118.23,217.545,202.924,279.154,167.003,264.9,209.9,1863.91,1764.12,990.72,1057.08,84.28,563.47,914.05,1362.96,529.885,353.71,378.765,70.92,909.84,1007.7,256.153,439.09,238.66,69.07,70.61,38.54,39.76,25.48,43.68,67.64,55.49,46.31,42.67,13.5115,1.767,1919.73,2.882,549.7,1.464,89.71,24.15,21.45,-1.067,0.28,-0.5,5.8,46.6,-5.7410000000000005,-0.8,12.932,27.0,73.4,73.5,2.2,73.5,1.5,-1.3,68.8642,219.92,0.2,215.969,7.0,3.9,76.653,1.8,-2.47,-19.2,85.6,-24.7,-7.5,1.464,1.464,-9.2,-45.207,0.25,0.0,87.436,41.215,1.301,0.601,3.307,0.949,2.313,281.9,-12.0,554.0,5912.0,0.9,0.43,-1.0,-0.9,-1.4,26.2,3.5,87.5,92.6,-2.3,-2.2,-2.1,-2.1,0.7070000000000001,-37.046,3.3,-17.8,4.5,2.4,-24.0,-62.1,-1.3,-1.9,-5.6,517.629,-30.6,-36.8,0.3,5.4,-21.4,3.5,-7.9,89.71,-2.8,-0.3,4.89,48.6,54.9,63.3,-143.0,-229.0,-1.1,-0.2,-7.7,386.0,137.0,0.18,0.98978,65.1,927.0,6.97,9.36,-7.59,1.1,3.3053,4.0501,19.0,-35.0,9.8,25.61,457.5,3.21,-1.499,-2.45,-3.17,4.0,25.63,1.42,-1.1,10.2,-0.15,0.5,-0.5,99.78,1.2,-0.09,-1.66,31086.2,-4.99,3.25,0.48,0.5,4.55,0.4,-5.9,0.85,87.2245,-4339.2
2009Q4,0.1504496784033711,176.107,1324.05,281.0,156.942,310.688,1837.5,1825.3,731.635,3600.99,4105.51,283.701,120.45,1010.85,367.622,826.5,68588.4,14167.2,3581.42,396.43,121.597,2796.03,0.84,1309.08,590.293,1341.52,685.78,424.385,1186.56,221.528,205.548,285.1040000000001,167.297,276.646,212.738,1889.0,1741.11,1052.08,1115.1,88.28,569.35,989.47,1370.07,595.745,396.5,406.097,76.16,907.59,1096.98,279.279,478.34,241.15,77.93,79.36,38.96,38.96,26.33,48.87,74.61,57.4,49.85,45.92,13.0914,1.7445,2043.79,2.888,507.45,1.4321,93.03,28.22,19.5,-0.51,-0.16,-0.71,2.7,55.3,5.073,1.9,18.43,28.0,78.0,68.9,2.5,72.5,1.8,2.7,69.9091,220.881,0.1,215.949,5.22,1.5,77.86,-0.3,-1.77,-16.3,93.1,-16.6,-2.8,1.4321,1.4321,-3.4,-91.41,0.25,0.0,66.002,73.721,1.295,0.473,3.839,1.139,2.681,334.65,8.6,468.0,4987.0,-0.2,0.44,-1.2,-1.2,-1.5,-21.6,1.38,93.5,96.1,-1.3,-1.7,-2.2,-1.9,0.802,-15.693,0.8,4.2,5.2,8.8,-1.9,63.4,-0.3,-1.6,-4.6,542.53,12.0,-5.5,-0.2,5.2,8.6,36.5,-3.8,93.03,-22.8,-0.1,3.57,52.6,55.8,63.8,-226.0,-277.0,6.6,-1.2,-6.1,352.0,110.0,0.07,1.61556,64.6,1039.75,8.58,11.1,-3.85,0.0,3.8368,4.6411,16.0,-34.0,9.9,21.68,541.5,2.0,-2.19,-1.98,-3.75,3.5,27.39,1.37,-1.4,8.6,1.76,0.5,3.5,100.1,0.25,0.32,-0.52,32012.6,-1.6,1.73,0.09,0.41,4.16,0.47,-1.31,0.24,87.6005,-1120.0
2010Q1,0.021209537972521897,179.545,1343.52,292.85,161.659,323.648,1936.48,1781.87,722.3510000000001,3895.71,4351.63,287.301,125.11,1060.93,376.463,892.71,70371.5,15129.0,3763.12,404.52,125.404,2886.6,0.76,1350.52,630.327,1392.23,722.15,444.098,1241.78,227.107,208.026,296.905,171.145,284.261,215.383,1932.4,1760.58,1100.71,1169.43,91.43,613.27,1010.33,1391.18,605.524,450.21,424.244,80.32,978.81,1113.25,265.231,523.69,272.9,82.7,83.76,38.34,41.76,27.91,53.37,73.64,61.07,51.95,49.78,12.365,1.7813,1920.35,2.842,524.4,1.351,93.47,27.91,19.45,0.03,0.95,0.57,5.7,59.3,3.116,2.4,-7.2360000000000015,28.0,82.4,67.9,2.7,73.6,1.1,2.3,71.8935,220.783,0.0,217.631,4.64,4.8,81.07300000000002,-0.1,-1.04,-17.4,97.3,-9.9,0.7,1.351,1.351,1.6,-65.387,0.25,0.0,-3.576,139.697,1.4,0.5589999999999999,3.828,1.02,2.545,355.35,11.2,459.0,4668.0,1.2,0.48,-1.1,-1.3,-1.2,54.2,0.92,98.5,100.0,-1.2,-1.1,-1.7,-1.8,0.841,-2.431,0.2,29.3,2.1,4.1,2.5,262.2,4.5,-1.7,-4.9,931.936,43.4,21.0,1.1,5.1,71.2,37.2,-1.3,93.47,1.3,0.6,4.97,55.8,58.8,75.2,151.0,193.0,5.7,5.3,13.4,381.0,156.0,0.13,1.73672,64.9,941.0,8.9,11.57,-2.0,1.7,3.8257,4.7129,15.0,0.0,9.9,17.59,450.5,1.84,-0.17600000000000002,-1.96,-3.41,3.5,29.69,0.01,0.3,9.0,2.2,0.5,6.2,101.01,0.76,0.28,-0.73,34109.9,4.51,1.09,1.44,0.71,4.26,0.35,6.49,1.74,87.9828,-243.5
2010Q2,0.08971212488281699,186.656,1352.59,290.81,161.445,327.494,1715.23,1511.82,613.513,3503.34,3895.3,273.184,112.8,1005.1,344.956,811.41,60935.9,13985.0,4065.29,417.23,110.203,2520.96,0.74,1261.91,560.076,1255.14,639.79,391.9380000000001,1127.4,233.968,210.413,307.357,170.368,288.0490000000001,217.86,1998.43,1843.06,1099.55,1030.71,84.4,521.84,917.99,1434.66,532.841,421.19,373.782,76.88,841.42,1242.38,252.47,500.88,231.53,75.01,75.63,31.35,36.8,24.87,47.89,61.83,54.21,45.83,47.21,12.9409,1.8047,1900.11,2.8255,546.04,1.2238,88.43,26.15,21.12,-1.758,2.21,-0.29,4.9,61.8,-4.009,2.9,20.022,29.0,85.6,69.8,2.8,76.0,0.9,1.1,73.7847,221.194,0.1,217.965,6.23,1.0,86.01899999999998,0.1,-0.24,-17.4,98.9,-5.0,3.1,1.2238,1.2238,3.0,-68.422,0.25,0.0,-9.107,42.993,1.091,0.354,2.9330000000000003,0.605,1.775,293.6,4.3,464.0,4484.0,-0.1,0.51,-1.5,-1.5,-1.4,66.6,-0.91,99.6,101.1,-1.0,-0.7,-1.0,-1.3,0.795,0.615,-0.8,16.4,3.6,-5.6,3.9,139.5,3.3,-1.4,-3.1,670.5219999999998,27.7,26.5,0.4,5.2,25.9,20.6,0.5,88.43,8.8,0.9,3.69,56.8,56.5,54.9,116.0,-140.0,2.1,-8.1,8.9,305.0,23.0,0.03,1.43887,64.6,948.5,8.77,11.41,-1.42,0.4,2.9311,3.8885,16.0,20.0,9.4,34.54,464.75,2.25,2.129,-2.1,-4.03,3.0,31.92,3.33,1.2,8.5,1.76,1.0,10.0,101.53,1.64,0.25,-1.01,34067.5,7.03,1.03,-0.07,-0.03,3.85,0.14,6.45,-0.2,88.656,201.9
2010Q3,0.0042023508032555945,197.232,1377.28,311.86,171.52,356.421,1908.95,1792.94,734.165,3707.45,4409.36,318.015,126.31,1321.8,407.145,901.9,69429.8,17867.4,4795.38,429.28,126.006,2868.23,0.8,1397.31,616.814,1403.91,727.57,442.902,1254.63,242.272,212.952,318.27,172.77700000000004,298.513,220.512,2092.52,1893.29,1173.38,1141.2,90.01,517.05,1075.53,1442.13,644.51,457.3,420.726,81.56,829.51,1308.54,281.785,567.5,276.16,82.31,79.97,37.85,39.54,28.03,52.99,76.94800000000002,58.99,51.37,52.88,12.5936,1.7079,1802.18,2.7861,483.55,1.3634,83.53,32.9,20.3,-0.7509999999999999,0.99,-0.36,1.5,61.8,0.816,3.6,16.875,28.0,79.6,60.9,2.2,68.2,0.8,1.1,74.8782,221.711,0.1,218.439,5.29,1.0,78.72,0.7,0.31,-11.3,103.1,-1.3,4.3,1.3634,1.3634,7.1,-34.607,0.25,0.0,85.615,75.443,0.94,0.268,2.512,0.426,1.265,365.15,3.6,459.0,4431.0,0.0,0.55,-1.5,-1.5,-1.3,3.9,1.62,101.3,100.4,-1.1,-0.6,-0.6,-1.0,0.833,17.68,1.6,12.8,5.8,-8.2,4.1,113.6,1.9,-1.4,-1.7,774.314,14.3,10.3,-0.3,5.1,11.4,-4.1,-0.1,83.53,-0.8,1.2,3.7,58.0,55.3,69.8,110.0,-63.0,-2.9,-0.8,12.4,317.0,212.0,0.05,1.16835,64.6,1106.75,8.92,11.67,-3.37,3.3,2.5098,3.6849,13.0,10.0,9.5,23.7,674.0,2.28,2.271,-2.71,-3.61,3.0,31.99,2.51,1.9,8.0,1.34,2.5,9.6,102.14,2.37,-0.03,-1.8,41093.6,4.84,0.91,0.47,0.52,3.65,0.36,3.89,-0.47,88.9409,-377.6
2010Q4,0.093835954326142,192.609,1379.05,323.4,176.685,348.719,2114.29,1870.91,772.597,4156.86,4945.19,339.355,137.7,1252.25,437.015,1053.36,69304.8,23374.6,4927.53,424.83,137.003,3124.94,0.75,1501.56,681.824,1531.99,810.66,495.302,1363.02,240.162,215.446,316.701,174.88,298.622,223.099,2058.93,1843.32,1211.19,1257.64,95.38,562.29,1151.38,1445.37,683.056,500.31,470.625,87.97,898.8,1421.4,326.288,607.15,314.88,94.75,91.38,39.28,43.64,31.0,61.92,77.4,64.87,57.26,55.96,12.3401,1.6613,1907.7,2.8063,468.0,1.3384,81.12,32.5,19.9,-0.557,0.83,0.19,2.2,64.5,1.732,4.6,13.08,28.0,85.3,67.5,3.0,74.5,0.8,1.5,75.6324,222.343,0.1,219.179,4.22,1.6,79.028,1.1,0.94,-11.5,107.2,5.5,5.0,1.3384,1.3384,9.4,-78.134,0.25,0.0,59.392,61.305,1.128,0.409,3.295,0.597,2.008,444.7,5.3,413.0,3898.0,0.5,0.59,-0.7,-0.8,-0.5,40.8,1.69,102.9,100.8,-0.4,0.0,-0.1,-0.4,0.861,7.5310000000000015,0.6,5.3,7.0,0.1,-0.6,64.0,-1.9,-1.3,-1.7,719.559,12.9,10.7,-0.5,4.9,-5.1,-28.3,1.2,81.12,2.3,1.2,4.4,56.7,56.6,73.3,94.0,73.0,12.9,-1.1,13.6,326.0,116.0,0.02,0.90211,64.3,1393.75,9.47,12.43,-4.12,1.3,3.2935,4.3341,16.0,10.0,9.3,17.75,794.25,3.17,4.376,-3.03,-3.55,3.0,28.17,1.39,2.98,7.1,1.44,3.25,9.3,102.18,2.08,0.18,-2.42,42647.9,4.14,0.83,0.57,0.5,3.58,0.43,3.07,0.95,88.3176,-4821.3
2011Q1,-0.031431154836992214,194.189,1387.0,336.14,183.552,351.825,2239.44,1997.27,821.691,3952.1,5323.91,343.3040000000001,135.78,1209.72,445.958,1057.14,68586.7,21957.5,4624.47,427.7,143.062,3274.81,0.72,1570.08,725.837,1613.43,865.63,525.17,1445.75,239.169,217.893,315.7340000000001,174.926,295.6690000000001,225.749,2076.6,1840.37,1258.19,1325.83,95.47,540.78,1170.87,1454.23,689.082,521.81,498.6,86.44,869.38,1432.2,340.797,650.86,343.13,117.36,106.72,41.82,41.26,33.61,62.85,77.51,68.67,60.47,59.4,11.9048,1.6325,1870.5,2.8025,477.5,1.4158,83.13,31.48,19.25,-0.209,0.48,0.54,5.8,68.8,8.34,5.4,0.139,26.6,82.5,57.9,4.6,67.5,1.2,2.7,76.0136,223.454,0.1,223.467,3.55,3.2,75.857,1.8,1.3,-10.9,107.8,7.0,6.4,1.4158,1.4158,10.7,-188.154,0.25,0.0,137.436,13.922,1.26,0.5,3.472,0.825,2.278,430.75,10.3,399.0,3766.0,0.6,0.62,-1.4,-1.3,-1.0,0.0,-21.76,97.4,100.2,-0.7,-0.5,-0.7,-0.8,0.823,-2.444,-16.5,-13.3,16.9,-1.5,9.1,49.6,-8.0,-1.0,-7.5,170.93,-2.4,12.2,-4.6,4.7,-57.3,-37.0,1.3,83.13,-7.5,1.3,3.04,60.5,58.4,82.3,277.0,254.0,7.6,16.1,11.1,300.0,233.0,0.15,1.1626,64.2,1410.25,9.82,12.85,-4.05,4.9,3.4703,4.5076,17.0,21.0,9.0,17.74,763.25,3.19,4.977,-3.15,-2.88,3.5,31.41,1.01,3.37,7.3,0.74,4.0,8.7,103.7,2.66,0.7,-2.52,44666.7,3.7,0.81,0.72,0.19,3.21,0.3,1.4,0.14,88.3361,-2502.0
2011Q2,0.04435086380382591,199.296,1401.75,339.02,184.882,366.262,2241.66,2050.8,840.5110000000002,3959.08,5072.1,343.335,134.97,1151.87,440.844,1050.46,62403.6,18878.8,4795.28,437.19,143.418,3290.22,0.64,1632.37,722.175,1658.37,888.86,529.148,1466.87,246.417,220.452,329.0680000000001,175.218,306.613,228.471,2124.04,1884.28,1271.42,1320.64,94.18,527.44,1146.22,1488.32,671.472,496.41,500.033,86.65,849.22,1500.18,317.878,668.38,343.63,112.48,95.42,42.08,41.72,31.67,62.56,73.35,68.28,60.88,60.3,11.7135,1.5635,1772.5,2.7495,467.66,1.4502,80.56,31.25,18.4,-0.177,-0.09,-0.12,-0.6,63.5,8.562999999999999,6.4,22.273000000000003,28.1,82.0,64.7,3.8,71.5,1.6,3.6,75.9752,224.697,0.2,225.722,4.16,0.3,74.303,1.2,0.97,-9.9,105.3,2.9,5.5,1.4502,1.4502,9.7,-43.08,0.25,0.0,-23.092,2.26,1.14,0.43,3.161,0.46,1.7619999999999998,427.2,13.6,421.0,3719.0,0.1,0.62,-0.8,-0.7,-0.7,-32.9,6.58,100.4,100.9,-0.2,-0.4,-0.6,-0.4,0.851,5.822,4.2,-1.5,17.0,5.3,17.9,53.5,1.9,-0.9,-0.5,64.452,-1.6,9.9,1.8,4.7,-13.8,-23.3,1.9,80.56,-2.7,0.5,3.28,62.1,55.8,70.3,199.0,234.0,2.9,8.4,-1.3,301.0,103.0,0.11,1.5758299999999998,64.0,1306.25,9.09,11.68,-3.9,-0.5,3.16,4.371,13.0,14.0,9.1,16.52,584.75,3.23,4.727,-3.13,-1.45,4.25,29.91,1.5,3.44,7.2,0.33,5.25,6.9,104.48,2.91,0.1,-2.87,45610.9,2.76,0.44,0.51,0.0,3.18,0.19,3.67,0.89,89.12299999999998,-2381.2
2011Q3,-0.06561284766022613,204.95,1398.19,316.38,173.36,358.927,1930.79,1589.61,647.886,3704.16,4109.91,271.676,113.12,947.243,341.396,834.1,52324.4,18329.1,3888.59,449.77,118.43,2743.58,0.66,1531.58,605.174,1487.07,781.65,459.637,1283.9,253.004,223.114,343.63,178.108,317.293,231.197,2184.58,2006.35,1194.32,1131.42,78.36,466.6,880.43,1523.72,506.685,380.03,428.897,73.22,761.17,1623.79,281.853,565.91,237.42,102.76,79.2,31.87,37.84,25.49,48.98,52.01,56.59,52.58,50.57,13.8973,1.8792,1929.52,2.774,519.27,1.3387,77.06,23.0,20.3039,-2.298,0.43,-0.32,0.9,62.4,10.574000000000002,6.1,14.514,23.5,75.2,49.4,3.3,59.5,2.0,3.9,76.4931,226.118,0.1,226.889,7.59,0.9,78.553,1.6,0.23,-19.1,95.4,-5.6,5.6,1.3387,1.3387,1.0,-62.75,0.25,0.0,75.15,76.438,1.032,0.373,1.916,0.245,0.953,315.2,12.7,405.0,3697.0,0.3,0.67,-0.4,-0.4,-0.4,16.7,-1.71,103.9,100.9,0.2,0.0,-0.3,-0.1,0.741,-10.823,-0.9,-3.0,16.7,0.4,9.8,20.1,-1.5,-0.4,-3.6,288.773,2.3,12.2,-0.1,4.2,-4.5,1.7,2.0,77.06,-4.3,-0.3,3.14,56.6,53.7,57.0,267.0,233.0,-5.7,11.1,1.7,304.0,11.0,0.07,1.88271,64.2,1179.0,10.18,13.01,-3.06,-1.0,1.9154,2.9134,14.0,5.0,9.0,42.96,609.25,3.73,6.695,-2.98,-1.44,4.5,30.52,0.14,3.27,7.4,-0.96,5.25,6.6,105.94,3.73,0.33,-2.04,46377.5,4.05,1.92,0.16,0.25,3.12,0.27,2.24,-0.44,90.2615,-4924.4
2011Q4,-0.08932545039802607,210.227,1403.21,342.98,187.185,376.69,2158.94,1669.63,679.453,3561.13,4316.44,280.623,113.86,802.5060000000002,356.501,913.74,56754.1,19473.3,4177.53,456.27,126.937,2951.81,0.69,1694.74,684.487,1646.63,860.0,508.388,1449.19,256.768,225.524,346.278,181.527,321.372,233.662,2226.65,2024.21,1271.5,1257.61,84.95,446.93,916.39,1537.53,550.8580000000002,390.59,473.92,80.21,728.61,1564.91,282.826,643.87,242.2,107.38,98.83,33.74,36.44,26.6,53.76,57.39,63.48,57.79,56.81,13.9357,1.8663,1935.35,2.6965,520.02,1.2961,76.91,20.51,19.95,-1.558,0.04,0.42,5.4,61.5,11.287,4.1,16.52,26.3,79.6,63.6,3.1,69.9,2.2,3.0,77.0264,227.405,0.2,225.672,6.48,2.2,80.178,1.7,0.08,-21.3,93.8,-5.8,4.4,1.2961,1.2961,-1.7,-85.96700000000001,0.25,0.0,101.912,20.908,0.988,0.349,1.877,0.241,0.833,343.6,8.5,376.0,3566.0,0.7,0.72,-1.1,-0.7,-1.1,8.5,2.26,106.6,100.9,-0.1,-0.2,-0.4,-0.3,0.797,-7.311,2.0,-1.8,13.5,-2.8,6.3,17.4,2.5,-0.4,-0.3,-208.30900000000003,-8.0,8.2,1.0,4.5,13.4,23.5,0.8,76.91,-4.1,0.5,3.82,54.9,53.0,45.4,218.0,201.0,-1.3,-2.4,4.0,341.0,145.0,0.17,2.05826,64.0,1198.5,10.53,13.46,-3.9,1.8,1.8762,2.8941,21.0,32.0,8.5,23.4,652.75,3.73,5.515,-2.98,-2.05,4.75,28.7,2.33,4.43,6.6,-1.76,5.25,5.6,107.03,4.74,0.27,-1.74,47206.3,4.13,0.71,-0.57,0.82,3.35,0.51,4.37,0.31,91.5277,-2706.1
