,SPTR_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,PEN_Curncy#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,EUSCEMU_Index#@#PX_LAST,CSI_BARC_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,UYU_Curncy#@#PX_LAST,MXCPCHNG_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,SPX_Index#@#PX_LAST,PRUSTOT_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,HG1_COMDTY#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,NAPMPMI_Index#@#PX_LAST,USMMMNCH_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,JNMBYOY_Index#@#PX_LAST,NFP_PCH_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,GT5_GOVT#@#PX_LAST,EUESEMU_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,FDTRFTRL_Index#@#PX_LAST,BFCIUS_Index#@#PX_LAST,USGG10YR_INDEX#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,RAG_Index#@#PX_LAST,JNWSDYOY_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,EWW_US_Equity#@#PX_LAST,USHBMIDX_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,CORRRMIN_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,EUCCEMU_Index#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,CPUPAXFE_Index#@#PX_LAST,CONSCURR_Index#@#PX_LAST,GJGB5_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,DVGTR_Index#@#PX_LAST,MXJP_Index#@#PX_LAST
81,2115.65,1106.89,3.217,1377.47,0.2,784.802,18.0,3.42,10694.5,23.86,0.44,721.32,1377.94,66.2,132.24,334.55,353.67,3183.17,1.3,51.4,-50.0,2039.93,-21.3,22.0,3.47,792.74,4.563,110.4,814.44,748.054,2380.26,5.25,1.036,4.5981,49.6,2.14,-6.2,744.8,441.887,2.0,606.6,46.47,31.0,2449.0,133.115,7.25,281.938,-1.0,410.11,826.1189999999998,-8.4,55.24,207.6,107.3,1.19,187.0,1244.71,1012.25
82,2155.89,1119.33,3.2165,1408.1,0.1,738.002,17.4,3.37,11482.4,24.32,0.52,754.53,1400.63,66.3,136.33,317.15,373.935,3261.12,2.0,50.3,-34.0,2107.4,-22.3,194.0,3.53,825.44,4.445,110.4,874.08,765.1310000000002,2559.67,5.25,0.961,4.4581,49.2,2.17,-6.5,778.18,450.17800000000005,1.9,648.0,48.25,33.0,2517.0,136.878,7.25,302.892,1.3,439.65,857.33,-7.9,55.24,207.8,106.0,1.2,293.0,1252.84,1006.17
83,2186.13,1116.09,3.1956,1418.81,0.1,776.181,17.9,3.0,12884.2,24.42,0.58,745.44,1418.3,66.4,140.53,287.1,400.067,3327.43,2.5,51.4,-26.0,2170.89,-20.0,166.0,3.65,837.1,4.694,111.2,912.65,782.307,2693.36,5.25,1.039,4.7022,49.8,2.16,-7.2,824.97,450.9980000000001,1.7,636.7,51.25,33.0,2455.0,139.933,7.5,316.531,2.5,457.17,886.238,-6.8,56.84,208.1,108.1,1.251,129.0,1274.2,1061.9
84,2219.19,1117.03,3.1975,1435.28,0.2,820.0169999999998,16.7,2.8,13633.8,24.275,0.52,808.16,1438.24,66.4,140.66,259.45,406.881,3366.71,2.1,50.4,-7.0,2183.39,-21.1,227.0,3.9,869.05,4.802,110.5,901.48,792.311,2895.28,5.25,1.244,4.808,52.1,2.16,-10.3,845.52,462.117,1.5,653.2,52.3,35.0,2520.0,141.325,7.75,313.189,0.0,464.21,892.4760000000001,-6.3,57.24,208.6,111.3,1.185,267.0,1294.18,1087.05
85,2175.78,1130.68,3.1895,1408.18,0.3,821.454,16.3,2.88,15150.7,24.29,0.28,783.74,1406.82,66.3,144.25,273.3,395.923,3349.19,2.4,54.1,-11.0,2177.18,-21.1,49.0,3.96,843.7,4.521,110.7,895.54,779.959,2811.62,5.25,0.932,4.5657,54.7,2.17,-8.7,812.67,453.396,1.2,669.35,50.45,39.0,2549.0,140.58100000000002,8.0,311.33,1.2,477.8,890.877,-5.4,59.04,209.135,106.7,1.194,37.0,1271.68,1107.45
86,2200.12,1133.59,3.1825,1420.22,0.1,878.1569999999998,18.6,2.95,17152.8,24.12,0.22,763.7,1420.86,66.2,144.65,314.6,424.155,3410.5,2.8,52.8,-27.0,2259.84,-19.1,196.0,3.85,863.1,4.537,112.0,929.03,792.018,2929.0,5.25,0.882,4.6443,52.8,2.17,-12.6,873.98,455.547,1.3,663.8,54.36,36.0,2499.0,143.4,8.25,323.682,2.8,493.44,924.212,-5.3,58.28,209.418,103.5,1.195,124.0,1276.22,1083.38
87,2297.57,1138.92,3.173,1489.13,0.2,920.906,19.6,2.85,20674.8,23.96,-0.06,765.88,1482.37,65.9,146.21,354.15,447.134,3560.94,2.6,52.7,-25.0,2398.24,-12.2,33.0,3.7,896.04,4.512,112.1,969.93,821.285,3161.22,5.25,0.7959999999999999,4.6222,52.7,2.25,-10.2,889.82,475.99300000000005,1.9,678.45,55.34,33.0,2486.0,149.766,8.5,339.039,2.1,523.45,982.997,-4.5,57.12,209.747,104.6,1.235,196.0,1328.63,1074.8
88,2377.75,1131.64,3.175,1544.04,0.1,1000.0,18.6,2.59,20129.5,23.97,-0.49,767.64,1530.62,66.0,150.22,339.55,494.514,3660.68,2.7,53.1,-16.0,2440.99,-5.7,135.0,3.76,928.3,4.851,112.9,1014.78,850.908,3279.53,5.25,0.8320000000000001,4.8879,51.1,2.24,-8.3,994.56,492.847,1.7,660.5,62.86,30.0,2480.0,154.219,8.75,355.497,1.2,541.99,1000.0,-1.5,58.4,210.058,105.1,1.35,363.0,1365.42,1113.22
89,2338.25,1125.75,3.1660000000000004,1522.33,0.2,1011.47,18.3,3.08,22365.9,23.92,0.12,698.33,1503.35,66.0,152.9,345.35,507.964,3632.44,2.7,54.0,-18.0,2446.72,-4.1,63.0,3.75,902.88,4.923,112.8,1059.69,831.0260000000002,3470.18,5.25,0.589,5.0244,55.7,2.24,-11.2,987.68,485.423,1.8,649.65,61.65,28.0,2501.0,153.766,9.0,372.161,2.3,528.58,998.284,-2.0,58.04,210.392,101.9,1.4780000000000002,105.0,1347.9,1125.18
90,2265.75,1133.19,3.1603,1488.75,0.2,1153.94,18.1,4.34,23418.2,23.72,0.42,639.58,1455.28,66.0,155.97,364.85,515.284,3552.0,2.4,51.8,-22.0,2394.29,-2.3,6.0,3.79,873.57,4.563,112.3,1112.77,792.596,3340.43,5.25,0.105,4.7388,50.4,2.29,-9.7,947.12,476.084,1.8,664.3,58.79,24.0,2537.0,151.417,9.25,391.797,2.8,507.25,978.411,-2.0,57.72,210.773,104.5,1.38,29.0,1314.72,1082.58
91,2299.71,1148.79,3.161,1509.08,0.2,1076.34,19.5,4.55,20846.3,23.57,0.41,669.44,1473.99,65.8,152.16,341.1,500.174,3549.3,2.0,52.2,-61.0,2363.99,0.7,-83.0,3.89,884.81,4.246,111.4,1086.98,801.477,3310.14,5.25,-1.778,4.5292,50.7,2.32,-1.9,936.03,483.435,1.6,673.3,58.45,22.0,2565.0,150.998,9.25,383.471,1.9,502.05,964.705,-4.4,56.28,211.11900000000003,98.4,1.169,34.0,1342.1,1022.81
92,2385.72,1158.02,3.0845,1569.58,0.2,1252.38,16.3,4.05,21823.4,23.05,0.78,698.19,1526.75,66.0,163.25,364.0,562.585,3718.09,2.8,53.8,-38.0,2484.09,0.7,43.0,3.82,947.29,4.248,109.3,1204.9,829.0060000000002,3249.0,4.75,-1.32,4.5865,53.9,2.35,-9.5,944.66,502.732,1.3,743.6,58.79,20.0,2518.0,159.10399999999996,9.25,425.822,4.8,517.58,1009.6,-6.4,57.36,211.554,97.9,1.204,147.0,1388.85,1033.19
93,2423.67,1169.37,3.0006,1605.83,0.2,1378.9,15.1,4.25,21696.3,21.875,0.39,702.67,1549.38,65.8,171.29,347.3,629.807,3832.13,3.5,52.8,-26.0,2594.88,0.5,60.0,3.92,988.83,4.17,107.7,1337.45,829.0980000000002,3451.18,4.5,-0.5660000000000001,4.4708,53.5,2.4,2.0,990.09,520.001,2.0,796.8,61.88,19.0,2587.0,165.31099999999995,9.25,473.31,9.1,536.22,1058.7,-7.2,57.44,212.077,97.6,1.095,215.0,1383.69,1031.41
94,2322.34,1191.01,2.9969,1559.02,0.3,1282.12,12.7,5.54,18256.0,21.875,0.71,640.16,1481.14,66.0,161.92,315.7,593.856,3675.49,4.3,51.5,-7.0,2525.59,1.0,69.0,3.89,956.15,3.387,106.9,1242.06,788.577,3204.47,4.5,-2.863,3.9379,53.2,2.45,3.9,934.67,498.804,2.3,783.55,58.03,19.0,2639.0,158.002,9.5,439.749,12.0,497.0,1021.39,-9.3,56.28,212.66,91.5,1.04,58.0,1357.17,974.05
95,2306.23,1194.11,2.998,1561.7,0.2,1320.71,11.3,5.62,17524.8,21.525,0.41,610.15,1468.36,66.0,157.79,304.1,601.712,3628.07,4.1,50.1,-11.0,2497.88,0.4,62.0,3.87,986.14,3.4410000000000003,105.8,1245.59,780.951,3051.83,4.25,-2.269,4.0232,51.1,2.52,-7.1,927.51,496.885,2.6,833.7,56.0,18.0,2760.0,156.253,9.5,441.3,10.6,460.12,1001.95,-9.6,53.16,213.168,91.0,1.015,17.0,1348.26,941.63
96,2167.9,1216.33,2.935,1449.92,0.3,1015.96,10.8,6.45,15010.0,21.05,0.46,607.16,1378.55,66.2,143.52,329.8,564.229,3350.82,4.3,50.9,-21.0,2221.16,-0.1,-4.0,3.84,871.88,2.762,104.6,1088.72,749.672,2788.34,3.0,-2.169,3.5931,49.6,2.34,3.7,912.44,457.317,3.0,926.1,55.47,19.0,2845.0,143.455,9.5,386.228,13.6,413.57,896.783,-11.5,50.88,213.771,94.4,0.889,14.0,1289.65,855.2
97,2097.48,1216.66,2.8895,1416.79,0.1,1027.78,10.3,7.07,17766.9,20.85,0.3,582.89,1330.63,66.0,147.55,385.2,613.911,3331.42,4.0,48.8,-29.0,2247.06,0.1,-110.0,3.89,868.38,2.474,103.4,1167.66,718.262,2836.83,3.0,-2.987,3.5092,47.3,2.5,0.1,918.37,447.104,3.6,973.9,55.58,20.0,2867.0,143.861,9.75,414.736,13.5,442.61,914.254,-12.7,50.12,213.939,83.8,0.8390000000000001,15.0,1258.86,842.89
98,2088.42,1223.69,2.7505,1420.1,0.2,816.7760000000002,8.7,7.45,17387.5,20.35,0.72,607.92,1322.7,66.1,139.34,383.1,593.115,3299.49,4.0,49.7,-37.0,2249.25,0.0,-81.0,4.09,864.89,2.438,102.9,1104.58,712.8610000000001,2902.02,2.25,-3.205,3.4096,52.2,2.47,-3.3,971.07,443.897,4.0,916.9,59.1,20.0,2967.0,141.75,9.75,392.789,15.2,434.07,918.268,-13.1,49.48,214.42,84.2,0.7490000000000001,10.0,1283.15,766.61
99,2190.13,1223.83,2.8165,1472.48,0.1,951.631,6.7,6.29,17429.9,19.965,0.23,645.48,1385.59,65.9,150.02,393.4,651.393,3472.91,3.9,48.5,-60.0,2358.22,-2.8,-236.0,4.3,937.48,3.011,101.0,1191.53,747.61,2989.41,2.0,-2.807,3.7279,45.4,2.68,6.9,955.8,466.867,4.0,877.55,58.43,20.0,2986.0,149.658,9.75,424.665,16.9,443.17,957.411,-12.7,53.12,214.56,77.0,1.159,37.0,1318.2,863.26
100,2218.5,1216.68,2.8560000000000003,1517.85,0.2,920.599,8.3,6.0,17130.8,19.75,-0.11,650.9,1400.38,66.1,150.0,360.6,712.345,3525.86,4.2,48.9,-35.0,2367.25,-0.9,-217.0,4.59,975.26,3.423,100.6,1210.04,746.424,3048.85,2.0,-1.644,4.0595,45.0,2.84,-6.1,1018.9,484.08,4.9,886.5,62.98,19.0,3055.0,151.997,9.75,432.544,19.1,447.98,962.868,-14.3,54.16,214.936,73.3,1.335,49.0,1323.68,893.79
101,2031.47,1216.34,2.9610000000000003,1418.92,0.2,806.4069999999998,6.3,6.92,16294.0,19.45,0.41,575.67,1280.0,66.1,136.77,389.55,657.785,3244.65,5.0,49.9,-60.0,2156.87,0.4,-188.0,4.78,962.19,3.329,97.7,1087.12,674.975,2999.9,2.0,-2.386,3.969,45.0,2.31,-3.6,931.07,449.253,5.8,925.4,56.94,18.0,3110.0,139.516,9.75,389.396,21.3,382.49,879.294,-16.6,49.88,215.424,67.6,1.18,45.0,1219.02,835.83
102,2014.39,1214.18,2.8110000000000004,1388.6,0.3,1021.22,3.4,7.48,13765.5,19.175,0.56,589.2,1267.38,66.1,132.36,366.15,601.217,3165.37,5.6,50.8,-74.0,2102.2,-0.7,-264.0,4.88,874.07,3.237,94.8,1041.86,672.538,3014.8,2.0,-2.49,3.9462,54.7,2.13,5.4,890.42,441.839,7.5,914.1,54.1,16.0,3261.0,135.893,10.0,374.708,21.4,383.46,852.1310000000002,-19.9,48.0,215.965,73.1,1.114,25.0,1231.88,823.16
103,2043.53,1228.44,2.9515,1416.79,0.2,934.189,-0.8,7.75,13287.4,19.25,0.58,601.39,1282.83,66.1,125.3,342.95,551.428,3120.9,5.4,50.1,-72.0,2012.69,-0.2,-276.0,5.03,867.46,3.093,92.8,956.25,683.9630000000002,2895.21,2.0,-2.342,3.8116,50.2,2.31,-14.9,851.32,446.42,7.5,831.15,52.21,16.0,3464.0,132.964,10.0,344.778,18.1,377.08,819.567,-19.9,45.64,216.393,71.0,0.981,12.0,1256.29,793.48
104,1861.44,1242.57,2.9825,1316.62,0.1,786.9630000000002,-1.4,10.09,11248.4,21.2,0.68,594.8,1166.36,66.0,107.02,287.9,443.429,2749.71,4.9,47.2,-83.0,1728.62,0.9,-413.0,5.14,732.94,2.9810000000000003,91.5,786.92,633.712,2753.31,2.0,-7.522,3.8234,45.4,2.3,-5.3,751.66,394.382,6.9,870.95,46.67,17.0,3623.0,116.346,10.0,284.441,13.1,324.1,692.258,-19.6,42.64,216.713,75.0,1.054,4.0,1171.85,683.84
105,1548.81,1222.23,3.075,1108.95,0.0,507.772,-6.7,14.72,7055.04,23.075,0.68,407.99,968.75,66.0,85.93,182.9,303.238,2228.36,3.7,38.2,-128.0,1373.48,1.4,-487.0,5.1,627.13,2.833,85.1,570.52,524.008,2489.59,1.0,-9.022,3.953,33.0,2.02,-13.1,519.93,323.404,4.5,723.85,30.9,14.0,3928.0,93.2919,10.0,206.596,4.9,223.91,541.104,-24.9,36.0,216.788,58.4,0.868,7.0,1001.61,539.82
106,1437.68,1273.76,3.0995,1063.71,0.1,455.701,-10.2,18.91,7405.5,23.675,1.14,315.04,896.24,65.9,82.67,162.35,283.594,2084.12,1.1,39.0,-113.0,1279.09,1.9,-770.0,5.34,574.41,1.916,80.1,526.97,486.432,2406.26,1.0,-8.622,2.92,36.8,1.97,-27.3,499.27,296.017,2.4,818.05,29.39,9.0,4447.0,87.1631,10.0,191.044,-5.9,163.93,503.246,-27.0,34.64,216.947,57.5,0.875,4.0,980.65,516.35
107,1452.98,1295.51,3.1345,1073.73,0.0,483.602,-16.7,17.22,7048.67,24.4,0.69,365.67,903.25,65.8,89.58,141.0,292.3590000000001,2150.99,0.1,34.5,-184.0,1349.94,1.8,-703.0,5.54,582.95,1.551,73.1,567.04,493.184,2376.42,0.0,-6.428,2.2123,32.5,1.86,-22.3,523.93,301.539,0.9,882.05,32.27,9.0,4679.0,90.3221,9.5,205.944,-10.1,162.22,529.685,-31.3,38.32,216.925,69.5,0.6890000000000001,14.0,992.17,530.85
108,1330.51,1297.58,3.1865,998.35,0.2,438.42,-19.5,15.03,6905.39,22.65,0.23,304.73,825.88,65.7,83.12,146.85,291.661,1962.55,0.0,36.4,-289.0,1192.54,3.9,-810.0,5.54,529.92,1.88,72.6,529.53,436.473,2549.46,0.0,-5.106,2.8403,30.5,1.77,-27.9,456.64,286.24,-0.9,927.85,27.69,8.0,5010.0,82.6055,9.0,192.644,-12.5,129.86,473.089,-30.9,33.72,217.346,66.5,0.743,4.0,911.76,490.17
109,1188.84,1304.68,3.2505,902.19,0.2,393.353,-20.7,16.03,6671.72,23.6,0.22,244.63,735.09,65.8,75.19,152.6,276.409,1761.67,0.2,36.6,-181.0,1068.14,6.4,-701.0,5.58,477.4,1.986,70.3,499.3,378.156,2468.63,0.0,-5.482,3.0131,28.0,1.67,-32.4,396.83,263.523,-2.0,942.32,23.88,9.0,5445.0,74.5167,8.0,181.777,-12.7,102.27,426.276,-33.4,29.48,217.792,65.5,0.705,7.0,818.3,467.7
110,1292.98,1324.72,3.1527,980.2,0.2,428.902,-25.1,15.46,9237.65,24.05,0.58,255.63,797.87,65.6,80.93,184.45,306.685,1894.51,-0.4,37.2,-172.0,1144.07,6.9,-786.0,5.61,507.63,1.6569999999999998,68.5,569.97,410.489,2478.94,0.0,-5.1560000000000015,2.6629,30.5,1.55,-31.5,449.05,286.503,-2.6,919.35,27.32,9.0,5935.0,80.6549,7.0,207.9,-14.9,113.91,455.865,-34.7,31.6,218.253,63.3,0.79,10.0,878.11,477.91
111,1416.73,1327.27,2.9805,1046.91,0.2,556.029,-24.5,12.01,9979.19,23.95,0.35,331.91,872.81,65.7,90.96,205.3,360.173,2107.04,-0.7,39.9,-178.0,1302.0,8.2,-821.0,5.64,536.96,2.012,70.7,662.73,454.49,2670.78,0.0,-4.07,3.1187,33.5,1.47,-28.6,515.31,314.821,-4.1,888.2,31.24,14.0,6300.0,90.1755,7.0,242.496,-16.4,151.71,522.35,-30.8,34.04,218.706,68.3,0.823,28.0,940.58,521.88
112,1495.97,1329.29,2.9855,1102.84,0.1,644.012,-22.5,10.25,13392.3,23.25,-0.29,338.52,919.14,65.7,102.04,219.75,434.495,2297.95,-1.3,44.1,-168.0,1457.52,7.9,-294.0,5.35,560.71,2.342,73.5,773.12,482.594,3100.42,0.0,-2.907,3.4594,35.3,1.47,-19.4,606.78,329.53,-5.6,979.18,36.74,16.0,6635.0,99.1607,5.0,283.931,-17.3,173.33,586.31,-28.2,37.48,218.904,67.7,0.82,19.0,986.37,558.22
113,1498.94,1330.47,3.0065,1115.97,0.1,690.9119999999998,-20.2,8.75,13059.7,23.522,0.18,330.48,919.32,65.7,103.21,225.8,424.861,2287.58,-1.4,46.3,-136.0,1429.76,6.4,-428.0,5.12,574.0,2.556,76.3,761.3,479.03,3090.5,0.0,-2.681,3.5326,45.0,1.35,-13.5,612.8,333.2290000000001,-6.8,926.5,36.86,15.0,6618.0,98.6054,4.5,280.106,-17.5,175.72,575.613,-25.1,37.72,219.112,73.2,0.725,25.0,991.07,573.96
114,1612.31,1341.74,2.986,1183.79,0.1,823.7289999999998,-17.6,8.04,14092.0,23.25,0.27,365.57,987.48,65.5,111.88,262.35,463.127,2481.33,-2.1,49.7,-58.0,1592.54,6.1,-287.0,5.02,611.65,2.516,79.0,844.02,518.239,3226.2,0.0,-1.901,3.4796,47.1,1.25,-4.2,677.06,356.779,-8.4,954.0,40.8,17.0,6111.0,107.285,4.5,311.603,-19.1,199.53,635.244,-23.0,39.48,219.263,70.5,0.7140000000000001,74.0,1057.63,590.32
115,1670.52,1351.25,2.9530000000000003,1215.31,0.1,882.008,-11.6,7.92,13955.4,22.35,0.24,413.18,1020.63,65.4,113.4,280.8,472.995,2583.7,-1.5,53.4,-42.0,1684.65,6.1,-212.0,4.75,619.28,2.387,83.2,839.46,545.346,3175.18,0.0,-1.481,3.3975,47.5,1.22,2.3,713.16,363.162,-8.5,951.19,42.43,18.0,5970.0,111.122,4.5,310.488,-15.3,214.99,677.643,-22.1,40.88,219.496,66.6,0.614,54.0,1082.98,597.76
116,1732.86,1362.96,2.882,1254.95,0.2,917.472,-9.2,7.0,15144.2,21.45,0.5,439.09,1057.08,65.1,117.99,281.9,529.885,2686.68,-1.3,54.9,-35.0,1760.9,4.5,-143.0,4.55,642.98,2.313,85.6,914.05,566.4159999999998,3372.86,0.0,-1.067,3.3053,48.6,1.14,3.5,727.17,378.765,-7.9,1007.7,43.68,19.0,5912.0,116.22,4.0,338.671,-12.0,238.66,710.699,-19.2,39.76,219.92,73.4,0.601,137.0,1118.23,563.47
117,1700.67,1372.19,2.909,1245.57,0.3,901.264,-8.2,6.64,14213.5,20.8,0.3,416.47,1036.19,65.0,116.46,295.55,538.549,2638.88,-0.2,57.6,-53.0,1737.71,4.4,-282.0,4.59,623.95,2.31,88.3,914.26,549.081,3314.45,0.0,-1.454,3.3828,53.5,1.09,12.6,731.1,371.73,-6.8,1045.45,43.6,17.0,5649.0,114.424,4.0,339.09,-5.6,225.2,702.0060000000002,-17.8,38.2,220.501,73.7,0.679,15.0,1112.87,555.4
118,1802.68,1390.69,2.8805,1317.4,0.1,846.8839999999999,-5.7,6.57,14129.0,20.14,0.52,447.42,1095.63,65.0,117.69,314.85,583.979,2746.71,1.8,55.4,-29.0,1788.99,3.8,3.0,4.27,666.46,2.001,90.5,953.13,580.029,3255.32,0.0,-0.91,3.1978,51.2,0.98,36.0,804.3,392.937,-5.0,1179.63,47.91,17.0,5323.0,119.13,3.5,353.655,3.4,235.34,721.023,-17.5,38.24,220.666,68.8,0.545,40.0,1176.91,523.2
119,1837.5,1370.07,2.888,1341.52,0.1,1010.85,-3.4,5.22,14167.2,19.5,0.41,478.34,1115.1,64.6,120.45,334.65,595.745,2796.03,2.7,55.8,-34.0,1825.3,5.2,-226.0,4.16,685.78,2.681,93.1,989.47,590.293,3581.42,0.0,-0.51,3.8368,52.6,0.84,36.5,826.5,406.097,-3.8,1096.98,48.87,16.0,4987.0,121.597,3.5,367.622,8.6,241.15,731.635,-16.3,38.96,220.881,78.0,0.473,110.0,1186.56,569.35
120,1771.4,1388.71,2.857,1294.28,-0.1,1052.3,-1.8,5.38,14440.0,19.5,1.09,452.88,1073.87,64.8,116.83,305.25,542.859,2680.47,2.6,56.3,-15.0,1706.06,4.9,9.0,4.48,641.74,2.325,94.7,933.59,573.692,3808.96,0.0,-0.634,3.5844,55.2,0.83,36.8,777.59,388.11800000000005,-2.1,1081.2,46.0,15.0,4796.0,116.342,3.5,347.119,11.4,245.07,691.9689999999998,-15.8,39.36,220.633,81.1,0.5,35.0,1159.94,564.93
121,1826.27,1392.0,2.847,1318.53,0.0,923.13,0.2,5.54,14002.3,19.75,0.58,478.25,1104.49,64.9,118.07,326.85,565.616,2718.26,2.1,55.5,-7.0,1674.71,2.2,-58.0,4.43,672.62,2.303,95.4,935.93,591.8009999999998,3827.44,0.0,-0.219,3.6117,55.7,0.8,35.1,810.84,401.008,-1.6,1117.59,48.64,17.0,4755.0,117.824,3.5,348.34,11.3,246.97,677.1669999999998,-17.4,39.76,220.731,81.8,0.505,128.0,1188.92,559.79
122,1936.48,1391.18,2.842,1392.23,0.0,1060.93,1.6,4.64,15129.0,19.45,0.71,523.69,1169.43,64.9,125.11,355.35,605.524,2886.6,2.3,58.8,0.0,1781.87,2.1,151.0,4.26,722.15,2.545,97.3,1010.33,630.327,3763.12,0.0,0.03,3.8257,55.8,0.76,37.2,892.71,424.244,-1.3,1113.25,53.37,15.0,4668.0,125.404,3.5,376.463,11.2,272.9,722.3510000000001,-17.4,41.76,220.783,82.4,0.5589999999999999,156.0,1241.78,613.27
123,1967.05,1399.25,2.8465,1413.74,0.0,1145.78,5.9,4.46,15842.3,19.2,-0.32,557.26,1186.69,65.2,125.86,333.75,603.304,2887.01,2.2,58.1,36.0,1732.11,2.9,170.0,3.93,726.25,2.418,100.1,1020.03,646.637,3865.45,0.0,-0.21,3.6532,54.8,0.73,33.5,894.95,429.709,-0.2,1179.03,52.99,19.0,4695.0,125.615,3.0,381.024,11.2,277.96,705.5939999999998,-15.1,41.56,220.822,81.0,0.47,291.0,1269.5,615.79
124,1809.98,1416.88,2.845,1299.9,0.1,998.447,2.6,6.0,14487.3,19.15,-0.63,526.54,1089.41,64.9,113.48,310.45,551.297,2610.47,2.0,57.4,36.0,1521.46,3.7,95.0,3.96,676.78,2.094,98.1,926.4,593.486,3886.86,0.0,-1.476,3.2848,57.9,0.73,28.0,835.05,396.514,0.4,1216.3,48.89,22.0,4553.0,113.706,3.0,347.51,8.5,239.88,618.135,-17.9,38.04,220.962,81.0,0.438,23.0,1178.3,548.06
125,1715.23,1434.66,2.8255,1255.14,0.1,1005.1,3.0,6.23,13985.0,21.12,-0.03,500.88,1030.71,64.6,112.8,293.6,532.841,2520.96,1.1,56.5,20.0,1511.82,3.6,116.0,3.85,639.79,1.775,98.9,917.99,560.076,4065.29,0.0,-1.758,2.9311,56.8,0.74,20.6,811.41,373.782,0.5,1242.38,47.89,16.0,4484.0,110.203,3.0,344.956,4.3,231.53,613.513,-17.4,36.8,221.194,85.6,0.354,23.0,1127.4,521.84
126,1835.4,1445.55,2.82,1331.91,0.1,1155.87,5.4,5.43,14275.4,20.85,0.22,549.11,1101.6,64.6,119.11,331.15,596.371,2725.34,1.2,56.1,16.0,1690.98,6.1,93.0,3.74,689.03,1.598,101.1,991.41,597.993,4364.15,0.0,-0.878,2.9052,58.6,0.86,15.0,859.24,400.019,-0.1,1181.0,50.96,14.0,4467.0,119.17,3.0,373.682,4.9,256.92,685.186,-14.2,38.52,221.363,76.5,0.358,100.0,1199.3,529.06
127,1752.55,1448.06,2.797,1288.02,0.1,1146.53,5.0,5.99,15153.3,20.8,0.28,542.25,1049.33,64.7,116.54,336.1,583.224,2623.59,1.1,56.4,-8.0,1622.15,5.4,133.0,3.69,659.29,1.3330000000000002,102.0,970.05,572.405,4525.01,0.0,-0.94,2.4683,61.2,1.04,46.7,814.14,379.716,0.0,1247.4,48.09,13.0,4509.0,115.004,3.0,366.425,3.8,244.03,659.7439999999998,-11.7,37.52,221.509,78.3,0.261,85.0,1158.37,500.77
128,1908.95,1442.13,2.7861,1403.91,0.1,1321.8,7.1,5.29,17867.4,20.3,0.52,567.5,1141.2,64.6,126.31,365.15,644.51,2868.23,1.1,55.3,10.0,1792.94,5.8,110.0,3.65,727.57,1.265,103.1,1075.53,616.814,4795.38,0.0,-0.7509999999999999,2.5098,58.0,0.8,-4.1,901.9,420.726,-0.1,1308.54,52.99,13.0,4431.0,126.006,3.0,407.145,3.6,276.16,734.165,-11.3,39.54,221.711,79.6,0.268,212.0,1254.63,517.05
129,1981.58,1456.25,2.7985,1460.46,0.1,1397.65,8.0,4.68,19220.9,20.1,0.62,590.07,1183.26,64.4,129.36,373.35,665.1489999999999,2975.15,1.2,56.9,-1.0,1877.09,6.4,217.0,3.51,763.37,1.168,104.6,1105.75,635.322,4912.53,0.0,-0.67,2.5993,57.5,0.81,-26.7,976.33,440.374,0.9,1359.4,57.52,15.0,4328.0,130.56,3.0,418.967,3.9,300.06,766.9860000000001,-11.3,40.08,221.83,76.6,0.304,137.0,1289.73,508.73
130,1981.84,1454.67,2.8315,1460.2,0.1,1262.8,9.2,5.1,20854.5,20.0,0.8,580.3,1180.55,64.6,128.65,382.3,642.435,2910.92,1.1,57.3,23.0,1730.96,7.6,139.0,3.61,778.03,1.4680000000000002,106.0,1075.85,631.96,4956.95,0.0,-0.871,2.7968,60.2,0.77,-30.7,996.13,445.776,0.9,1386.23,59.1,16.0,4118.0,127.655,3.0,407.907,4.1,288.12,709.716,-9.9,41.08,222.149,82.1,0.45,75.0,1294.41,540.09
